fullpath,iliac_artery_left,iliac_artery_right,pulmonary_artery,aorta,kidney_left,kidney_right,heart_myocardium,heart_atrium_left,heart_atrium_right,heart_ventricle_left,heart_ventricle_right,portal_vein_and_splenic_vein,liver,urinary_bladder,inferior_vena_cava,iliac_vena_left,iliac_vena_right,iliac_artery_left.1,iliac_artery_right.1,pulmonary_artery.1,aorta.1,kidney_left.1,kidney_right.1,heart_myocardium.1,heart_atrium_left.1,heart_atrium_right.1,heart_ventricle_left.1,heart_ventricle_right.1,portal_vein_and_splenic_vein.1,liver.1,urinary_bladder.1,inferior_vena_cava.1,iliac_vena_left.1,iliac_vena_right.1,GT
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00005_6_90_MIN_DELAY_UROGRAPHY_Abdomen__1__resized.nii.gz,115.07,111.792,98.492,111.87,150.06,133.95,67.97,113.75,112.25,120.27,99.31,109.85,80.18,22.646,103.21,92.136,93.362,17.90143994,25.17883927,26.47846657,36.99700934,44.31931414,46.23506619,78.12648249,10.63451999,35.90113814,8.494037391,31.61930795,27.36302583,17.69304907,44.7399963,21.92223542,24.71967223,25.31017929,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00013_3_ADRENAL_70_SEC_1x0__resized.nii.gz,174.742,157.3,139.208,166.12,114.27,117.72,95.7,176.612,119.536,154.194,118.52,113.55,63.57,14.614,102.74,81.15,81.23,45.28427541,42.84987905,31.57756933,45.70351159,44.52901205,47.83674323,15.20863203,30.36139673,61.60202881,25.75812918,37.10823699,44.74364236,19.93859739,32.27434642,26.58079787,26.23799721,23.30810441,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00015_3_ADRENAL_70_SEC_1x0__resized.nii.gz,184.58,188.08,243.42,196.27,123.91,127.25,51.45,175.37,154.23,152.13,168.93,93.84,80.74,18.728,86.74,73.85,75.49,59.06859452,54.3305281,53.14531795,63.58690384,50.45384417,49.54011659,104.1581809,55.74727347,134.7395104,57.2453207,91.30980356,54.01624083,23.63530223,44.3846111,28.16302759,24.07611703,23.94919969,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00016_4_70_sec_AX_SOFT_1x0__resized.nii.gz,146.18,148.48,116.11,139.34,87.55,88.77,58.41,140.46,136.28,134.27,126.85,116.46,88.04,3.612,95.32,98.57,87.73,32.52503519,34.30493123,25.74059394,42.81382881,29.88909134,29.98564814,87.79618748,18.99202172,35.64786476,24.12953972,47.44096547,26.59694531,20.78723952,53.24670046,23.21502594,16.32298537,18.47446849,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00017_3_70_sec_AX_SOFT_1x0__resized.nii.gz,200.36,204.28,174.77,206.15,162.31,166.69,78.2,200.074,78.49,185.22,124.67,140.99,100.07,8.196,107.74,82.74,76.65,69.65579581,68.08517919,39.3032388,54.74408307,49.34572334,47.31179655,66.76972357,28.40050076,39.44847055,27.21463062,56.5328046,46.07760166,21.82560167,31.8980174,32.6048149,18.89222778,25.19648858,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00027_6_Post_AP_70SEC_2__resized.nii.gz,181.8,190.48,170.19,209.74,160.51,122.3,45.97,194.43,93.74,163.3,124.49,138.86,104.75,26.61,91.11,55.09,52.48,72.39138172,97.01090521,57.2498934,51.15273824,49.02399342,59.61916872,144.4647387,43.18320627,142.8854509,39.84930194,53.58916164,32.15571147,17.81376196,80.48658914,33.91202395,23.41077688,19.9585472,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00028_5_70sec_NIH_UROGRAM__1__resized.nii.gz,183.87,166.65,171.074,173.55,115.03,120.74,75.98,178.63,136.16,169.24,136.88,97.86,87.11,18.38,91.32,64.6,71.57,99.17155161,78.25246064,39.23598529,52.6090111,34.70202555,34.88847074,72.27857047,29.71864624,83.395309,28.92575529,45.52603247,36.62256731,18.60842574,68.41020129,26.4959157,22.36361256,19.03435808,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00030_5_70_SEC_DELA_NIH_UROGRAM__1__resized.nii.gz,123.47,129.52,152.182,166.73,137.99,140.2,83.19,169.36,120.8,151.02,144.08,138.69,94.99,11.51,103.43,68.8,58.13,41.65078071,49.17484985,39.11469684,51.97931427,48.86881269,47.45584362,70.76765391,23.61590823,126.1527205,30.56320493,36.0673162,29.4161609,22.59591602,21.61517117,34.81930408,25.36852653,20.96742824,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00036_6_Post_CAP_70_S_5__resized.nii.gz,184.12,170.59,161.93,193.8,110.01,126.77,11.8,156.46,55.66,143.53,124.14,118.03,77.99,25.66,101.13,58.04,57.84,88.59515918,57.76619087,56.32961415,52.27429299,40.85344029,36.21717186,152.9802186,44.15803987,176.0263674,34.88194836,55.2584916,33.582509,18.69875474,33.86170949,38.92923607,25.43722999,24.48245641,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00037_5_70_delay_NIH_UROGRAM__1__resized.nii.gz,131.69,140.42,164.528,196.6,128.17,133.16,100.94,206.88,143.87,197.37,138.5,133.7,104.55,5.13,130.12,100.27,116.51,40.94834234,57.77823726,33.27512368,69.55759795,34.57684568,33.98997473,65.03747489,28.65978578,49.76537383,27.92771075,26.23252737,24.51844398,15.9818556,20.82083583,32.20017389,24.42673431,27.13082819,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00086_10_stnd_70_sec_dly_abd_pel_Body_2__resized.nii.gz,182.4,184.2,189.416,194.43,152.08,163.08,81.95,214.77,159.99,211.54,169.17,151.88,105.07,16.92,106.04,88.74,88.22,49.50470577,51.63498405,38.48232371,53.10724479,57.44341644,45.83163732,143.0245786,32.82317648,76.42190637,28.51388549,41.92776229,35.77945244,22.17268402,27.10257681,32.88949224,20.8527774,19.35016988,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00086_11_stnd_70_sec_dly_abd_pel_Body_2__resized.nii.gz,104.74,74.62,49.234,72.27,95.37,90.71,23.05,72.37,75.45,79.12,71.6,72.46,72.21,213.67,75.62,79.71,77.82,177.9172805,28.94362205,19.0970689,37.99631432,98.71526301,48.83140831,133.9819558,13.07811603,49.74376372,7.159769498,22.16509017,15.57329792,16.62078677,294.3007376,18.29049078,18.41769045,16.69131094,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00086_7_70_sec_dly_abd_pel_Body_5__resized.nii.gz,154.49,153.24,189.416,196.68,135.84,151.6,65.88,209.89,151.92,212.41,159.7,133.93,103.35,20.22,104.36,89.73,89.22,43.79808052,44.55150733,38.48232371,50.56829257,50.7769606,42.89196968,162.7982963,35.04755508,94.70677905,28.55615698,51.85413622,27.53815257,20.282823,24.30851707,30.43223351,23.7666022,21.20952924,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00126_7_70_SEC_DELAbd_Pel_Body_5__resized.nii.gz,139.93,149.75,154.95,197.55,138.35,148.67,86.87,189.42,102.73,179.98,118.73,135.95,104.64,2.12,119.05,94.58,93.93,57.8832818,46.22950514,27.83751693,45.22774963,44.73630411,45.12836747,43.65994409,29.62067681,59.73249009,26.40439387,50.26289512,27.98883742,20.62190212,20.20793933,23.12736438,33.42891628,27.99185174,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00126_8_70_SEC_DELAY_Body_2__resized.nii.gz,170.23,176.24,163.48,199.38,152.29,159.25,85.55,196.54,107.97,180.55,116.66,153.53,105.4,-1.57,120.79,99.18,96.24,54.71170625,50.24925333,26.80675411,46.82685071,49.4363378,49.64553005,47.95596736,25.20739233,58.03331587,28.77054369,58.46102044,41.16059866,22.96042492,22.94853376,24.92279921,33.44986,29.73400082,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00135_10_stnd_70_sec_dly_abd_pel_Body_0__resized.nii.gz,243.12,254.1,299.9,244.28,136.88,147.02,103.52,214.28,223.94,195.45,184.67,162.17,102.9,9.81,89.58,56.15,55.29,134.7045969,140.8852695,45.91693556,97.82499105,55.97142402,57.41879007,49.94663928,20.43925997,427.8875721,35.62267529,340.9120073,44.91982515,19.50071877,22.36586491,35.54711429,25.08836636,24.79169472,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00135_11_stnd_70_sec_dly_abd_pel_Body_0__resized.nii.gz,151.79,170.48,267.878,107.59,87.58,93.82,54.37,81.99,157.98,77.71,90.71,78.05,76.46,253,76.05,74.32,73.77,135.5359843,156.7227176,40.53934702,105.0500378,29.41926041,43.42736803,43.67971261,10.51202035,574.9823457,10.05105948,407.4344547,36.90492525,14.82622315,43.36464147,16.53206419,24.48122496,21.7211056,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00135_9_70_sec_dly_abd_pel_Body_5__resized.nii.gz,134.1,153.4,233.192,105.54,83.47,92.21,52.29,82.09,166.03,78.58,88.84,77.81,76.09,256.78,77.18,72.01,73.75,79.74801143,93.73787557,26.71211537,73.13991355,24.01019721,47.50460434,40.97268818,6.832874031,342.5731494,6.355120824,195.8106289,18.81851697,11.68126159,36.57323946,14.09180659,21.44174646,19.68277204,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00179_6_VENOUS_ADRENALS_WASHOUT_Abdomen__1__resized.nii.gz,143.16,141.478,136.762,159.63,132.9,133.98,83.77,165.514,125.014,144.044,124.614,134.06,96.32,17.08,106.78,82.77,80.276,29.89658922,41.75432988,41.76636148,40.49603821,33.90710599,30.79138017,44.44089214,29.4563728,70.91707286,27.84835332,35.26344804,24.97800534,19.3179038,21.89516979,18.81953678,23.8982686,21.47377889,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00179_7_VENOUS_ADRENALS_WASHOUT_Abdomen__1__resized.nii.gz,143.16,141.478,136.762,159.63,132.9,133.98,83.77,165.514,125.014,144.044,124.614,134.06,96.32,17.08,106.78,82.77,80.276,29.89658922,41.75432988,41.76636148,40.49603821,33.90710599,30.79958931,44.44089214,29.4563728,70.91707286,27.84835332,35.26344804,24.97800534,19.31910723,21.89516979,18.81953678,23.8982686,21.47377889,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00181_9_Venous_1__resized.nii.gz,132.37,135.95,183.32,162.3,157.73,161.74,76.14,181.58,151.53,167.24,152.13,163.13,122.73,-6.81,120.41,83.04,77.12,45.12641856,43.28908074,42.00811868,48.49237736,43.03235533,41.25758932,87.90152069,30.49453101,106.5098298,26.69143215,69.81130843,39.03645019,24.47543577,23.20902762,35.5327251,33.59020602,33.79839163,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00184_1_Venous_2__resized.nii.gz,164.972,153.192,159.788,160.65,223.73,225.65,62.43,177.626,158.014,155.956,150.01,185.94,138.45,13.596,129.59,133.332,121.092,37.6389597,53.25065447,38.98425509,30.87954889,38.8808384,39.26918445,100.3119493,25.26231233,41.73220685,21.86545441,50.45220697,23.01103344,16.27290044,22.87641859,16.13556446,27.46207001,27.81147812,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00235_5_VENOUS_ADRENALS_WASHOUT_Abdomen__1__resized.nii.gz,211.45,185.016,174.77,186.41,173.78,179.96,73.036,199.364,132.624,184.134,113.868,161.07,110.16,6.176,124.36,85.104,81.92,22.00876592,47.56242384,39.3032388,42.71395157,40.04925419,39.88569483,52.97140511,28.42803818,57.4355957,27.41446951,33.58683416,33.97934046,24.67534103,23.55531892,26.76458666,22.42158115,20.27109989,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00247_10_80_SEC_DELAY_Body_5__resized.nii.gz,113.43,138.69,114.668,126.48,142.01,141.14,72.43,116.29,130.13,131.5,123.4,95.9,107.48,-95.86,95.34,75.44,74.95,49.24939405,72.12301156,26.54043405,40.91064591,38.97035004,37.19235796,60.68750445,19.69694187,59.22053658,12.24218654,29.93894567,35.6886449,17.69337038,173.4483091,20.33161377,23.73714979,19.55689284,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00249_5_VENOUS_ADRENALS_WASHOUT_Abdomen__1__resized.nii.gz,210.368,196.152,119.734,196.23,144.788,160.43,57.27,180.194,95.678,152.582,77.07,144.06,101.7,15.794,84.53,88.616,85.986,50.68363688,34.67856238,25.62761083,58.81379406,48.14012202,48.78222845,12.22691667,29.45914595,46.1430963,22.96743844,16.36790746,33.84923794,22.48016765,22.98646477,34.07653135,22.34035379,22.50220933,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00249_6_VENOUS_ADRENALS_WASHOUT_Abdomen__1__resized.nii.gz,210.368,196.152,119.734,196.23,144.788,160.43,57.27,180.194,95.678,152.582,77.07,144.06,101.7,15.794,84.53,88.616,85.986,50.68363688,34.67856238,25.62761083,58.81379406,48.14012202,48.78222845,12.22691667,29.45914595,46.1430963,22.96743844,16.36790746,33.84923794,22.47670776,22.98646477,34.07824538,22.34035379,22.50220933,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00347_3_VENOUS_NIH_ADRENAL_TRIPLE_PHASE__1__resized.nii.gz,161.49,153.868,147.282,154.13,196.58,195.84,83.14,154.61,144.17,142.9,129.37,158.01,109.12,13.736,147.24,105.442,115.018,38.14625189,38.0522328,30.06684667,50.66747971,48.70525387,48.39784245,49.42264623,24.42945508,31.76182826,20.99998647,34.80957315,51.03091599,25.82528668,22.64359214,41.05929694,24.2272454,24.90639413,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00386_5_VENOUS_ADRENALS_WASHOUT_Abdomen__1__resized.nii.gz,185.41,186.26,185.138,180.03,160.68,161.04,72.048,203.516,112.338,184.58,112.928,120.31,96.95,12.67,93.1,87.33,85.466,54.48257508,48.20759638,41.34662281,50.20009869,41.35651002,41.03238076,56.44082057,34.69160186,62.81655163,29.28633744,37.93148045,39.21053618,24.34131855,25.68585529,34.5481716,20.36850641,20.63049223,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00411_5_VENOUS_ADRENALS_WASHOUT_Abdomen__1__resized.nii.gz,179.558,177.852,174.77,196.94,143.91,146.51,79.066,206.326,139.022,183.532,139.452,148.37,100.91,9.84,103.71,89.698,88.922,46.31160023,46.35485579,39.3032388,51.334045,46.99130149,44.37234216,87.98236758,29.46628253,74.08138977,29.12429009,48.08527477,33.73322669,20.05437943,23.23654763,34.01068885,23.27584411,21.18956486,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00434_3_VENOUS_NIH_ADRENAL_TRIPLE_PHASE__1__resized.nii.gz,205.68,195.48,188.186,199.44,145.47,150.46,75.334,207.328,134.174,182.19,124.384,151.66,107.88,17.568,92.6,76.26,77,45.70840017,55.15190327,47.2290981,38.94251674,38.18520407,38.7672129,54.97757175,32.17878842,70.02458586,29.8897663,35.36963304,24.05071853,15.65901556,37.74158525,25.68708929,4.881064685,7.66227261,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00435_3_VENOUS_NIH_ADRENAL_TRIPLE_PHASE__1__resized.nii.gz,172.084,164.88,150.396,157.72,148.1,156.69,86.404,194.428,138.442,169.58,138.968,155.83,97.61,8.054,110.32,85.898,81.786,36.03120495,12.69079934,36.0289763,45.24019279,50.60556099,53.45918144,65.5996859,29.43771263,92.36491032,24.81197753,42.73794111,46.33758129,24.740574,23.83676529,33.70534647,27.40559443,25.01190396,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00437_3_VENOUS_NIH_ADRENAL_TRIPLE_PHASE__1__resized.nii.gz,147.568,140.4,115.908,151.05,164.61,183.14,66.1,153.742,63.32,131.65,93.2,129.16,108.02,17.692,115.32,86.94,84.744,31.63484352,33.52632419,26.77648454,84.28367452,43.83456951,42.83474173,42.14952523,26.94162548,45.47228632,16.76496282,43.26451739,39.63426326,24.05802498,20.40948128,28.34442122,19.61655813,21.84111029,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00474_3_VENOUS_NIH_ADRENAL_TRIPLE_PHASE__1__resized.nii.gz,163.97,144.466,146.62,146.29,143.95,149.19,97.83,148.562,104.03,137.55,109.3,156.54,106.79,19.538,102.98,85.772,86.788,8.804428237,30.72608075,29.96131418,25.50666919,35.25732901,33.41827926,25.96140124,24.91839935,68.06449744,9.520821383,20.76552383,24.19278398,12.66061123,23.53537367,18.57685603,18.82749548,19.35620725,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00478_3_VENOUS_NIH_ADRENAL_TRIPLE_PHASE__1__resized.nii.gz,119.31,133.99,114.444,108.07,125.98,131.48,54.13,118.994,103.792,118.078,112.408,111.45,81.38,33.952,100.76,85.688,86.05,19.39377186,6.38620046,39.10841887,37.33094694,32.86042611,31.41578037,96.85647452,14.83779204,110.0973983,13.82775938,52.81460037,32.31626349,20.72508282,26.58985096,28.22578914,21.58808259,21.02211114,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/00719_9_70_SEC_DELAY_Body_1__resized.nii.gz,281.37,245.21,178.932,230.94,159.44,164.81,79.35,215.912,167.11,168.462,139.46,167.09,104.44,21.694,102.05,92.24,92.34,118.0149039,74.71887862,35.8536938,48.74900437,55.78204036,52.07701936,36.39753431,28.6078456,27.14382374,28.3869865,51.12075723,46.29712718,23.19736092,41.00942945,29.1895338,16.70286022,18.22158203,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/01154_10_Venous_3__resized.nii.gz,201.07,207.27,164.528,204.82,216.37,220.91,53.92,196.372,200.02,189.89,195.25,212.19,154.78,6.778,203.39,197.42,213.21,58.94785022,55.60163858,33.27512368,74.97933553,48.46464623,45.2262883,165.2566633,29.48546592,71.67576475,24.27356974,43.89022411,34.91683066,25.52113466,23.67789822,39.18299952,22.29710601,21.06485992,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/01154_3_Venous_0__resized.nii.gz,197.1,204.36,164.528,200.79,221.72,226.38,70.7,196.372,200.75,188.89,194.33,222.24,155.54,6.778,202.51,195.35,210.06,52.2083116,54.6486252,33.27512368,62.96615847,48.22262146,43.4005141,157.0080917,29.48546592,62.89708352,26.92237427,49.26576937,38.48800566,26.86933413,23.67789822,33.5875089,29.35369871,24.33532726,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/01168_3_ADRENAL_70_SEC_1x0__resized.nii.gz,172.212,171.962,170.492,193.05,141.53,145.05,67.738,195.574,122.786,178.674,118.184,131.78,90.68,15.476,87.33,84.918,81.23,44.81993499,45.55506336,42.1675379,50.2693078,49.80140712,46.64792503,60.09856702,32.85810457,79.29247331,29.64486969,31.71556542,45.26505233,27.95983379,34.7441587,31.67801626,24.46181004,22.94309354,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/01170_3_ADRENAL_70_SEC_1x0__resized.nii.gz,234.01,227.55,191.294,211.97,132.35,151.74,49.36,196.098,117.878,166.212,97.302,145.07,96.76,12.984,78.23,85.804,82.744,96.55491034,23.13613371,41.31642026,78.83432182,64.36618742,48.89406965,19.09436652,32.22785239,50.32207079,27.53998177,27.50830267,31.9780133,20.46243856,34.08872703,24.52701379,21.59159772,20.04538232,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/01174_2_ADRENAL_70_SEC_1x0__resized.nii.gz,215.31,188.258,173.068,177.15,127.81,126.13,63.458,168.508,111.112,145.894,131.928,118.54,46.15,21.558,62.46,77.324,77.554,15.30923889,40.91744125,44.76886782,50.34396919,43.62021769,44.98841245,71.99610387,48.45241961,131.653969,45.2647563,57.51741534,49.1624428,23.31335296,46.83391876,33.48383653,19.80275826,19.33072557,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/01175_3_ADRENAL_70_SEC_1x0__resized.nii.gz,190.59,181.98,166.982,167.73,216.28,217.99,60.422,191.478,140.372,148.838,138.224,171.73,120.9,6.176,142.56,115.238,143.44,39.59051641,33.34163688,39.12989492,49.16312054,58.17195371,58.06043801,91.16155023,29.600422,29.52469815,19.88016055,45.14284876,33.71951111,26.90866811,23.55531892,30.33218707,25.73381654,17.45133035,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/01181_3_ADRENAL_70_SEC_1x0__resized.nii.gz,204.86,211.09,201.91,210,149.4,152.74,105.1,221.01,172.5,200.46,165.61,164.84,110.17,9.428,95.71,78.6,71.49,56.62289529,64.70010858,42.61391089,57.47474644,54.01921889,53.13919601,64.93639527,24.63261194,81.51245746,31.57330129,64.26402823,45.59525205,22.84877956,33.19577131,32.12285324,34.03197589,19.41256758,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/01183_4_70_sec_AX_SOFT_1x0__resized.nii.gz,215.29,206.59,189.416,191.77,137.65,139,75.08,188.042,105.002,133.18,133,144.46,98.57,7.114,90.63,86.272,83.062,34.66353287,34.20637918,38.48232371,47.23454457,40.78023422,37.46343196,42.47305155,26.72175648,56.83980406,33.37647042,37.92055978,31.17385154,21.6126504,30.80053628,24.02078644,24.93680893,21.99943627,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/01184_4_70_sec_AX_SOFT_1x0__resized.nii.gz,183.972,169.244,163.866,152.24,139.71,140.61,90.55,180.194,120.25,144.044,147.58,178.13,125.74,12.722,124.87,85.828,82.282,30.56718158,39.49068736,33.16959119,32.15219158,39.22592806,35.05816972,23.15496159,29.45914595,64.34256379,27.84835332,22.72409055,35.79219312,20.17544758,21.62317313,25.63977239,23.63561354,21.65639727,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/01185_3_70_sec_AX_SOFT_1x0__resized.nii.gz,170.546,171.782,174.77,201.79,151.03,155.6,79.69,206.326,120.22,193.94,137.786,157.5,103.15,9.84,112.1,89.698,88.922,50.3212349,49.56343062,39.3032388,47.06198318,46.35911121,45.57421152,92.84170198,29.46628253,65.66859239,27.89192213,51.80772373,29.00014055,16.50811191,23.23654763,26.2274542,23.27584411,21.18956486,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/01186_3_70_sec_AX_SOFT_1x0__resized.nii.gz,207.844,204.204,174.77,213.66,156.08,153.93,75.478,206.326,137.212,191.55,121.974,156.81,74.95,12.86,114.95,88.3,84.988,69.7020014,61.87768075,39.3032388,57.62324414,45.0946742,46.71974145,62.45990043,29.46628253,56.5119948,28.49535099,44.76134519,49.77409971,20.51124015,35.01083122,29.48458114,24.78594026,22.38296178,2
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Portal/01188_3_70_sec_AX_SOFT_1x0__resized.nii.gz,195.296,184.784,124.508,210.96,138.18,142.42,52.34,182.02,103.924,162.116,59.91,137.35,88.32,11.446,123.38,89,87.232,55.32758666,37.08318757,25.83137594,46.35888954,52.72455884,50.8058357,18.15169832,30.11411342,45.96607731,26.50620028,15.7643814,41.75209861,21.85710387,21.46430606,30.7985248,21.47098579,21.76123916,2
