fullpath,iliac_artery_left,iliac_artery_right,pulmonary_artery,aorta,kidney_left,kidney_right,heart_myocardium,heart_atrium_left,heart_atrium_right,heart_ventricle_left,heart_ventricle_right,portal_vein_and_splenic_vein,liver,urinary_bladder,inferior_vena_cava,iliac_vena_left,iliac_vena_right,iliac_artery_left.1,iliac_artery_right.1,pulmonary_artery.1,aorta.1,kidney_left.1,kidney_right.1,heart_myocardium.1,heart_atrium_left.1,heart_atrium_right.1,heart_ventricle_left.1,heart_ventricle_right.1,portal_vein_and_splenic_vein.1,liver.1,urinary_bladder.1,inferior_vena_cava.1,iliac_vena_left.1,iliac_vena_right.1,GT
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00063_5_15min_delay_2__resized.nii.gz,104.518,102.826,41.296,79.91,81.16,118.24,14.642,71.814,29.54,70.804,61.306,69.29,60.97,227.51,67.73,73.626,73.83,110.6498222,106.1052293,18.23734567,61.30587502,30.46247843,158.0092925,96.90251858,13.55669802,132.8706925,13.12201493,24.93859165,9.653086347,11.38336267,237.1051601,11.01264794,17.97370091,15.10120743,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00063_7_15_MIN_ABDPELVIS_UROGRAM_NIH__1__resized.nii.gz,447.77,495.87,106.174,97.77,210.42,223.88,32.378,107.896,85.01,117.268,73.338,100.08,91.89,759.97,99.84,95.86,101.51,613.8938005,747.7105331,31.33051264,27.88957737,251.5632682,255.2527703,69.60419569,31.6555294,116.364284,27.98604775,43.36718759,5.239438154,9.953377055,685.3702515,8.434376043,17.57156207,16.59262231,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00063_8_15_MIN_SOFT_UROGRAM_NIH__1__resized.nii.gz,513.18,524.04,106.174,98.8,187.24,211.36,32.378,107.896,70.928,100.37,73.338,103.85,92.45,692.32,100.09,98.43,103.19,770.4115686,857.5925109,31.33051264,31.46500811,229.3830243,289.084787,69.60419569,31.6555294,132.8704245,26.4835717,43.36718759,6.739561672,11.41249863,802.2510079,10.8487997,18.50901241,15.69767986,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00065_7_20_M_DELAY_5__resized.nii.gz,65.71,62.65,44.824,54.16,80.44,88.14,26.23,65.45,48.63,58.07,60.35,61.14,66.41,554.9,61.49,68.65,68.93,40.59399614,33.62358887,21.15760149,33.55069369,46.2979979,65.35822129,50.88547934,5.264969834,65.67847417,7.122392035,13.5527382,7.014442549,12.52189392,129.5165712,17.91557316,19.434937,16.4250694,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00065_9_20_M_DELAY_2__resized.nii.gz,73.92,70.62,44.824,56.33,80.97,88.16,29.52,66.97,59.77,57.77,60.72,63.07,66.68,574.24,61.61,70.09,69.22,51.7475124,43.36911293,21.15760149,31.80876592,59.16826946,76.55873621,57.43732759,6.471256365,34.1368505,9.303831319,14.895376,9.811541253,14.09385402,155.3057922,18.49280621,19.48426553,16.72444401,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00066_10_15_M_DELAY_2__resized.nii.gz,69.57,57.95,57.772,48.91,28.27,68.82,21.72,65.21,51.33,66.192,40.404,44.93,46.07,-3.69,53,61.51,59.19,103.0467965,35.31539345,21.11470137,22.34021722,13.05214555,71.99756297,43.83255934,16.93951982,130.5804453,19.33678164,34.1853656,19.93539606,13.37365701,45.41400253,14.060523,15.92311992,13.1356684,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00066_8_15_M_DELAY_5__resized.nii.gz,59.23,50.99,79.978,46.61,50.164,71.42,25.16,60.408,31.276,60.568,48.602,36.85,45.07,8.06,50.81,59.28,55.99,65.09256252,22.92938888,19.55626803,19.90724498,26.54608872,83.35479987,7.479065473,16.93694269,69.97660766,17.61859449,15.9407978,15.94882711,11.91181003,50.48457984,12.71767144,15.28281414,11.35742157,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00066_9_15_M_DELAY_2__resized.nii.gz,66.76,55.02,57.772,46.72,28.1,69.18,21.72,65.21,51.33,66.192,40.404,43.42,45.6,-3.72,51.43,60.88,57.72,101.0912976,32.25008124,21.11470137,21.19591217,11.82137455,77.01284228,43.83255934,16.93951982,130.5804453,19.33678164,34.1853656,19.1423265,13.08497912,43.31678787,13.67635482,15.46535785,12.65681921,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00067_7_15_M_DELAY_5__resized.nii.gz,48.47,78.76,79.102,122.82,89.82,54.18,36.916,77.724,53.992,76.52,63.816,56.96,65.45,310.01,67.09,57.82,63.89,30.97311593,84.61442989,31.48655044,99.47625198,71.03214491,27.18447073,42.27908116,18.06904005,75.82260905,23.79744287,22.84133023,20.9829319,13.13519496,181.2404258,15.77457372,22.91668396,21.54583512,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Delayed/00067_8_15_M_DELAY_2__resized.nii.gz,62.64,86.14,81.002,128.05,95.44,51.79,23.03,65.814,54.274,69.024,47.78,64.3,66.01,331.27,67.85,64.17,66.82,39.59317647,121.1064069,27.33066306,133.6490666,86.36417468,30.89511027,3.498127937,15.81753292,48.5989011,21.5968573,17.01939317,19.72050166,14.38003063,207.7522714,15.98174922,21.91716773,21.25195459,4
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00010_10_2_MIN_DELAY_SOFT_UROGRAPHY_Abdomen__1__resized.nii.gz,99.67,103.16,90.448,96.25,127.24,128.61,83.36,101.98,114.88,101.23,115.1,99.67,97.83,23.41,91.62,88.6,85.88,19.04246606,20.78272982,31.67048299,20.62021005,26.9038666,31.30679088,26.88385073,10.58667853,132.0481835,12.86119616,127.384405,15.76619813,13.20610368,24.63896258,13.52479441,15.43371243,13.60623791,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00010_9_2_MIN_DELAY_UROGRAPHY_Abdomen__1__resized.nii.gz,92.52,96.12,78.742,94.62,122.71,125.05,81.71,100.46,97.35,100.68,110.96,92.87,96.89,25.39,90.38,85.42,84,16.08607403,14.94478432,26.77025622,19.91733538,21.64432107,25.41697401,24.34824054,8.458825615,119.997542,9.97568599,64.65888196,11.25287978,11.04134758,24.21208637,12.81124357,14.06122925,11.25232309,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00011_7_Recon_3__ABD_DELAY_2_min_Recon_3__ABD_DELAY_2_min__1__resized.nii.gz,114.13,117.98,114.444,111.73,137.2,141.64,65.464,116.572,110.002,112.47,107.358,112.75,97.65,9.12,110.85,97.98,102.76,31.69639868,27.40081962,39.10841887,30.68476285,37.0345524,33.8778811,66.54614217,14.57124895,48.12510644,12.08188064,49.87961335,24.27556745,20.24032694,29.00129784,20.79997845,27.76740715,24.78968255,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00012_10_2_MIN_DELAY_SOFT_UROGRAPHY_Abdomen__1__resized.nii.gz,101.64,105.46,114.668,110.19,195,197.52,62.48,119.06,123.98,120.12,129.28,119.35,110.51,46.81,113.93,95.93,97.42,26.95456312,25.33737271,26.54043405,40.95515449,106.7451488,87.45802148,108.1164617,12.65867191,67.22541095,19.73410161,21.45449833,17.36533489,13.3739641,28.07472653,16.17696466,19.88934528,19.06671175,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00012_9_2_MIN_DELAY_UROGRAPHY_Abdomen__1__resized.nii.gz,88.95,91.78,116.112,108.31,192.52,195.62,50,119.59,106.32,117.86,127.84,112.16,109.8,49.91,112.58,91.36,93.12,25.00300358,20.17493334,39.25152084,42.28056421,93.70190117,85.12523194,108.6445178,12.97554583,119.1464537,16.54280662,20.14754529,14.4535405,11.84458108,26.03059234,16.48502413,19.30437625,16.65215382,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00014_9_2_MIN_DELAY_UROGRAPHY_Abdomen__1__resized.nii.gz,92.8,92.89,101.608,93.78,126.79,127.31,49.23,115.8,112.87,106.44,112.58,98.5,90.86,14.39,96.81,91.91,91.91,19.41158524,19.25101422,33.85098357,40.15124482,26.27556675,28.65337935,82.21314074,16.18400889,105.1420392,20.28410125,28.37174789,13.959007,13.84678328,23.04175636,15.70663373,17.1398505,13.50913486,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00015_11_2_MIN_DELAY_UROGRAPHY_Abdomen__1__resized.nii.gz,61.09,67.1,77.786,76.34,106.75,106.06,54.43,90.05,63.99,93.99,69.6,77.86,75.87,12.77,79.22,64.67,62.88,29.7871415,25.31578874,21.09938688,29.07271474,33.25639802,34.80348687,44.67626297,28.7085165,100.4893508,10.17447241,34.54509402,19.72641963,16.59070461,23.5639025,17.12468712,24.80606831,24.90651947,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00015_12_2_MIN_DELAY_SOFT_UROGRAPHY_Abdomen__1__resized.nii.gz,71.5,75.45,80.654,78.21,112.69,111.94,59.27,108.67,72.51,93.37,67.41,86.47,77.53,15.76,80.33,71.55,67.78,30.38417941,26.03172951,24.60781691,29.35004479,35.02889437,35.25062637,40.29069751,31.87779336,86.00567359,12.73578612,38.88342522,21.28803616,18.53892103,29.66345923,19.40222566,24.66539707,25.33465194,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00029_5_Post_AP_2_Min_5__resized.nii.gz,86.35,88.65,90.756,108.24,128.94,146.58,60.336,112.73,112.11,111.894,98.978,100.47,99.43,12.23,101.19,90.84,89.24,26.66957888,29.42185534,24.69884764,34.62796328,46.89705067,41.60025207,65.25676046,16.17302549,10.70070579,11.22512511,33.28925797,23.13195191,20.69012024,16.66192129,19.17676628,19.57317748,20.65832287,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00029_6_Post_AP_2_Min_2__resized.nii.gz,103.8,103.77,114.444,109.84,147.09,155.63,63.968,123.93,110.002,115.922,107.93,109.99,100.89,12.61,101.89,97.34,92.89,27.88585743,31.8087929,39.10841887,40.0651644,48.13146344,42.91719688,69.03785401,20.49230656,48.12510644,17.38501662,30.66292141,24.42154835,21.96377668,18.42002945,19.53916969,17.70155731,19.67998176,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00033_5_Post_CAP_2_Min_5__resized.nii.gz,77.79,74.44,88.55,94.25,78.91,72.32,20.86,93.49,96.11,91.86,76.56,59.61,55.24,10.84,68.7,62.38,63.86,42.68742487,31.65779797,33.04167917,42.47577562,29.63355879,34.28739706,93.87086706,17.8795754,76.20442165,12.53290041,59.13234629,35.26409234,16.45599468,19.45380967,22.87415015,21.92111339,21.99703001,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00033_6_Post_CAP_2_Min_2__resized.nii.gz,89.69,87.98,97.4,97.24,84.44,80.77,21.42,97.26,100.33,92.66,77.77,77.09,56.56,10.97,70.89,65.74,68.24,58.48098434,44.03964812,34.03183407,48.77545328,32.91317189,36.65666796,121.1355898,17.89752389,107.3461251,15.05958293,81.90236516,33.9240363,18.69395439,20.67844808,23.77357639,22.25919654,22.00101151,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00035_5_Post_AP_2_Min_5__resized.nii.gz,107.34,110.59,96.482,125.23,163.85,170.33,71.05,124.426,116.386,105.42,92.56,122.62,111.53,30.58,121.85,82.13,84.16,20.53008716,20.58560464,35.96073084,24.31276743,26.57642954,25.2020924,37.4064741,20.37375721,37.98018846,9.005123451,13.71841398,11.90318911,11.49635286,17.42167104,14.04005385,19.95261299,20.86056884,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00035_6_Post_AP_2_Min_2__resized.nii.gz,118.04,122.25,104.054,125.87,169.96,174.62,72.53,124.426,116.386,103.96,81.45,129.38,111.76,26.87,122.63,82.17,83.91,23.94520927,32.11501868,35.63184922,26.03026247,27.74806457,27.331557,45.69229522,20.37375721,37.98018846,11.02298081,20.0970436,16.06492641,13.48255673,28.43162939,15.03281207,20.48669235,21.54207933,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00042_5_Post_AP_2_Min_5__resized.nii.gz,77.67,85.27,89.934,96.49,131.21,121.62,61.36,118.28,92.73,110.31,103.16,94.77,103.92,60.96,101.92,80.76,81.65,27.91780077,25.17642011,24.88663852,38.10177247,38.67560843,39.73554079,50.65779163,14.92330925,37.01973645,11.22062716,30.07441308,17.4717976,13.51984053,99.84306181,18.72047479,25.60614654,26.54299833,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00042_6_Post_AP_2_Min_2__resized.nii.gz,89.94,97.67,114.668,98.42,139.9,135.55,61.81,119.14,92.94,109.99,102.83,104.65,104.85,60.77,104.31,89.1,85.96,32.78121694,26.81328311,26.54043405,39.7218946,42.89608561,38.6098492,57.76461703,16.29630433,41.96199957,12.99660195,33.49148318,23.61159464,15.69967829,137.5745541,20.7055243,27.54189097,30.21874972,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00044_5_Post_AP_2_Min_5__resized.nii.gz,85.36,92.16,90.604,96.05,109.69,113.96,40.83,103.14,89.58,105.75,97.86,95,102.24,32.25,91.62,80.14,84.51,21.57492034,17.83345023,29.06607661,39.23904962,21.72342569,21.92309548,97.4296772,12.63845718,77.41676543,10.26691268,21.99964879,13.58172764,11.73738701,17.26691566,19.85870902,17.98021082,17.23080266,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00044_6_Post_AP_2_Min_2__resized.nii.gz,95.41,100.26,101.264,97.67,112.26,116.36,41.62,104.99,95.37,105.51,98.36,100.9,102.61,30.9,92.55,83.81,86.89,22.58124804,18.99767055,29.96542292,38.61813694,23.59213473,23.58497429,113.8499153,11.89388811,66.55388413,12.25824731,24.07030078,16.45881574,13.10313159,21.37825192,19.97670363,19.44258963,18.66077072,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00047_5_Post_AP_2_Min_5__resized.nii.gz,79.81,79.99,72.89,81.69,85.72,100.86,66.03,93,105.21,94.23,94.98,64.44,76,17.58,79.01,72.16,74.11,27.32801976,22.91579736,18.61338564,25.69336623,27.89435592,26.13033361,63.92426201,7.790520422,38.02731719,15.03452842,78.10778993,28.06866593,16.42058652,25.5854715,20.71976613,21.70260043,17.18419382,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00047_6_Post_AP_2_Min_2__resized.nii.gz,90.97,91.55,77.43,84.64,91.49,108.04,67.05,94.36,104.36,94.71,96.33,81.12,77.3,17.1,80.14,75.04,78.45,34.84355441,30.12632044,17.56099711,27.22763236,28.91027444,28.04132813,62.69574426,8.343449073,46.95220088,21.05346709,119.2349229,28.13305003,17.78070188,24.20399572,22.75120831,21.02896788,17.12248145,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00048_5_Post_AP_2_Min_5__resized.nii.gz,80.19,77.9,98.35,85.84,101.97,104.76,28,96.88,79.28,100.51,81.11,63.59,75,7.93,86.44,78.58,78.12,27.13909036,21.99306985,21.33330381,36.8075682,33.39955005,34.26522401,120.3743202,14.24326307,50.12120334,7.481131825,34.1732423,26.77215663,18.06021937,23.79320081,18.17744366,16.85399851,17.62004332,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00049_6_Post_AP_2_Min_2__resized.nii.gz,86.37,97.69,69.38,97.91,117.45,122.59,60.77,108.34,99.74,101.8,91.77,92.39,81.57,2.38,85.25,69.53,70.67,51.00402951,63.49958353,18.0367866,46.05135036,35.63287698,33.93597434,37.14627319,10.6293655,25.46441827,11.48648894,31.79568239,26.69778015,17.75381827,38.81698697,20.18467611,29.13791177,25.75743866,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00052_6_Post_AP_2_Min_2__resized.nii.gz,102.63,102.92,107.95,99.5,123.07,135.55,42.64,113.32,93.96,109.35,105.27,100.7,92.56,22.84,90.02,77.79,81,40.01497037,30.55561905,32.075758,35.62464264,37.26337126,39.81504145,120.6456821,16.77675562,78.75350861,15.18010172,28.2945673,24.50105534,16.6586317,22.03183664,19.04800302,24.23053231,23.57055039,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00053_6_Post_AP_2_Min_2__resized.nii.gz,80.68,83.54,83.96,91.08,117.44,118.05,62.07,96.59,84.58,100.87,82.07,91.89,80.47,21.3,86.17,79.88,76.68,26.64901172,26.46390604,35.45778318,36.71752416,31.2095517,32.10504511,32.1150073,17.40369731,29.76375369,12.05793599,33.98596582,23.67444845,16.84416557,30.21750575,17.88054626,24.25930678,22.84268413,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00054_6_Post_AP_2_Min_2__resized.nii.gz,98.87,101.76,86.99,94.8,87.53,84.66,47.51,89.67,57.85,92.53,70.76,55.29,66.18,5.48,70.77,71.72,66.44,64.19652301,59.99459257,6.748800575,68.97492336,30.2033685,41.20800432,40.26262313,17.64346248,107.1352663,10.709111,43.77538535,38.91866349,21.97076443,32.83187558,24.77143481,23.62259936,25.35890052,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00056_5_Post_AP_2_Min_5__resized.nii.gz,96.98,109.01,126.19,115.83,67.7,146.66,64.02,132.52,133.45,129.37,127.43,121.47,111.07,53.04,113.56,90.31,99.98,25.82852872,23.9975151,23.1101172,44.12915579,8.908461939,28.84962098,97.13468795,9.777631435,22.65964177,10.61278077,24.29865243,18.78873396,15.94909778,24.74645015,22.2223088,20.13889542,14.59518392,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00057_6_FL_2_Min_Delay_SOFT_2__resized.nii.gz,104.41,105.55,93.368,111.71,153.75,145.63,60.25,124.84,124.27,114.42,101.03,98.19,99.02,-1.21,108.28,96.47,105.44,33.84972005,33.48510026,29.99860121,45.34383298,43.20712671,52.92855927,53.90046272,23.39178733,34.33410809,12.44635335,38.4542081,39.89848269,22.14771773,16.56697763,24.20052304,28.32598216,28.10528101,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00058_5_POST_AP_2_MIN_SOFT_5__resized.nii.gz,105.92,115.2,114.668,120.11,165.76,171.84,37.07,140.63,134.7,130.55,129.24,115.99,113.51,18.91,131.21,105.24,111.41,31.74602047,27.01364635,26.54043405,48.27650019,39.51615862,37.50685513,127.540799,13.35700676,73.14993399,15.10227136,28.54154313,21.11691629,17.15241575,22.37123114,32.76904253,25.45831088,28.09263975,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00060_9_DE_AB_PEL_5__resized.nii.gz,66.04,85.56,80.654,93.77,105.29,124.06,68.25,109.32,79.5,105.47,88.79,92.48,96.39,19.59,92.34,66.89,69.94,28.47417898,78.15214079,24.60781691,29.04242049,45.60206292,74.4253453,35.42793636,8.587945982,85.5637156,8.075250789,29.21114156,15.13839193,10.80390026,30.39984584,15.14142203,25.6815468,24.86627019,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00062_5_Post_AP_2_Min_5__resized.nii.gz,97.47,103.51,114.444,131.9,145.84,143.69,52.694,122.038,102.272,118.278,111.254,114.31,101.19,31.94,100.6,79.79,79.76,27.15662415,25.12831333,39.10841887,23.28994895,34.93371694,35.93305871,93.97054927,15.00418869,94.83488942,13.64328028,28.48665626,22.69496308,15.18636601,22.13712248,16.31116104,22.26152355,23.75720143,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00065_5_Post_AP_2_Min_5__resized.nii.gz,98.32,98.26,93.366,108.19,143.61,147.13,73.1,128.97,107.42,117.08,116.08,115.33,98.78,23.07,100.93,84.38,88.93,27.00494573,28.80324075,30.0004271,33.51327169,30.34417888,27.14893727,53.17423283,11.46650327,80.93607159,11.4277146,23.64557842,13.99504888,15.49840555,24.65691228,19.34466176,22.8321487,22.04493041,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00066_6_Post_AP_2_Min_2__resized.nii.gz,87.91,76.9,64.168,74.46,51.31,91.6,17.69,68.748,39.632,69.894,32.53,78.2,65.22,-6.8,64.63,63.96,61.2,88.3150564,34.07808472,14.59798272,26.89471383,30.10587746,23.25465614,13.57105003,16.76087838,85.7588524,18.69432297,11.16024093,24.16417977,15.66947436,76.46294602,16.2690493,16.91641307,15.40986927,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00067_6_Post_AP_2_Min_2__resized.nii.gz,107.44,126.57,98.492,157.22,119.52,66.61,71.61,107.81,110.46,128.93,111.68,121.29,87.24,26.92,107.19,87.3,89.95,42.42699431,108.8376029,26.47846657,120.1544298,52.74002427,33.64454548,54.71808155,15.11572412,40.48379061,14.68981841,39.83883618,25.20566904,18.11168882,87.07638274,28.4640406,26.75604159,27.06412822,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00072_5_Post_AP_2_Min_5__resized.nii.gz,98.58,100.8,127.91,121.58,140.03,140.91,35.4,131.39,94.31,129.13,120.41,103.67,101.21,55.83,112.25,80.34,78.39,29.69259757,26.53958371,42.53792047,45.91375743,37.70287871,36.43924109,127.032513,17.82394638,155.1712946,15.8529447,37.47081865,27.50965822,19.39406608,26.74359728,29.23760915,20.73537525,21.94432445,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00072_6_Post_AP_2_Min_2__resized.nii.gz,116.54,117.04,131.25,123.25,152.6,152.86,41.28,134.53,103.56,130.41,121.95,122.29,102.35,58.56,114.25,83.73,82.22,30.64452416,30.02273032,56.38317401,45.50218156,39.09779045,38.21308887,131.5938443,18.36705966,148.6128665,16.75051693,39.30390294,32.5499796,21.85141845,30.53356046,28.42801772,19.7733858,21.19976041,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00073_10_120_sec_dly_abd_pel_Body_2__resized.nii.gz,88.45,89.56,78.742,90.32,121.41,116.49,68.08,100.82,98.63,98.09,93.41,95.83,69.22,14.63,85.2,69.54,75.17,25.41086018,22.71247092,26.77025622,30.09658608,30.63461124,32.70483311,26.69569452,11.7774601,63.01494868,11.82527286,25.40861646,23.56881703,16.37860338,24.01437525,22.21690689,23.94302958,20.08665749,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00073_7_120_sec_dly_abd_pel_Body_5__resized.nii.gz,82.91,84.33,82.926,90.33,116.25,111.41,64.66,102.29,94.49,100.14,94.61,86.43,68.88,16.9,84.64,73.76,77.06,23.38038847,20.95316663,27.52471756,30.65065719,29.83185868,30.65825159,34.98694022,10.18667648,72.39789641,9.209884001,22.55524814,20.22571514,14.12240117,22.50703466,20.47129583,21.98673048,18.34436795,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00088_5_Post_AP_2_Min_5__resized.nii.gz,130.32,86.13,105.272,106.72,118.52,143.23,60.78,124.97,97.75,122.74,114.26,98.09,96.97,21.53,107.6,117.73,94.25,103.3237085,32.63620274,37.3767583,41.162373,44.88584914,35.79969457,89.71637933,15.68159596,101.6184346,12.1955354,32.17709674,25.33381128,16.26125682,28.60527524,24.05167876,54.6980554,21.82673386,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00097_5_Post_AP_2_Min_5__resized.nii.gz,62.41,64.08,48.86,58.89,63.07,75.08,42.81,69.6,43.35,63.95,49.27,52.42,53.08,15.32,61.91,70.63,64.8,27.14154249,19.54577598,24.8447964,30.7112055,20.77816263,27.09045022,21.13825675,9.923299789,82.90900898,6.999908007,22.60757818,24.33594287,15.3012137,26.7518192,15.02988555,23.0910153,18.98319759,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00098_5_Post_AP_2_Min_5__resized.nii.gz,109.58,115.16,95.47,106.41,114.76,130.06,66.93,115.64,112.41,121.35,113.24,103.82,104.87,32.15,101.17,79.34,82.61,82.4646494,61.068655,29.30611948,38.2883683,32.97055153,26.62080388,69.84165996,12.443587,69.41576943,13.35413125,29.22010785,18.90434476,15.57125384,17.83034631,18.6326962,15.97517191,19.92550407,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00098_6_Post_AP_2_Min_2__resized.nii.gz,124.8,131.68,101.812,107.68,120.72,134.9,69.1,117.05,119.36,121.28,114.02,113.11,105.23,31.16,102.03,81.93,83.59,120.6142348,103.3192331,27.53089391,40.60028495,35.69669153,29.44245884,79.23660957,13.47210625,56.76784474,15.50542392,32.76546957,22.91505101,17.11151851,18.62662162,19.96842401,16.43808797,19.05307936,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00101_6_Post_AP_2_Min_2__resized.nii.gz,115.6,118.02,104.748,132.32,148.88,156.79,75.88,138.77,125.88,118.49,117.96,128.14,99.98,19.61,100.53,90.32,86.11,37.20758015,54.03260191,24.72592782,61.29245884,38.8349905,34.49606669,39.34240993,40.19196659,28.02891868,39.37687602,31.30094529,23.41314434,22.09608972,21.2070989,18.97040651,21.0497002,21.92643292,3
/home/lance/NAS/users/Akshaya/My_Datasets/5Phase_resized/Use_This/Attempt2_respacing113/Nephro/00102_5_Post_AP_2_Min_5__resized.nii.gz,82.86,89.09,90.05,98.28,122.97,130.24,44.65,114.2,87.29,115.36,109.8,91.12,89.6,10.27,97.63,81.5,79.97,30.21609712,26.00080612,44.18232855,48.8589051,34.2325886,41.07166107,102.8551714,13.9173961,103.6583018,11.86037836,31.14084292,22.65808641,16.61702745,16.78430609,29.41022058,27.65326631,28.63838181,3
